,Acceptance,Asking price,Asking price per m²,Bathroom facilities,Building type,Energy label,Exterior space attached to the building,Facilities,Garden,Heating,Hot water,Insulation,Kind of house,Listed since,Living area,Location,bathrooms,rooms,Number of stories,Plot size,Specific,Status,Type of parking facilities,Type of roof,Volume in cubic meters,Year of construction,url,Accessibility,Annual meeting,Balcony/roof garden,Building insurance,CH boiler,External storage space,Located at,Maintenance plan,Periodic_contribution,Provisional energy label,Registration with KvK,Reserve fund present,Shed / storage,Type apartment,VVE (Owners Association) contribution,Quality marks,Service charges,Sun terrace,Type of garage,Other space inside the building,Garden location,Capacity,Back_garden,Construction period,city,bedroom,toilet,price_contribution
2116,Available in consultation,575000,4563,"Bath, shower and toilet",Resale,A  ,,Electricity,"Back garden, front garden and side garden",CH boiler,CH boiler,Completely insulated,"Single-family home, corner house",6 ,126,Alongside a quiet road and in residential district,1  ,4  ,3,213,Partly furnished with carpets and curtains,Available,Parking on private property and public parking,Hipped  covered with  tiles,378,2005,https://www.funda.nl/en/koop/den-haag/huis-42697756-jan-bootlaan-11/?navigateSource=resultlist,,,French balcony ,,"Vaillant (gas-fired combination boiler from 2012, in ownership)",7,,,,,,,Detached wooden storage,,,,,,,, southeast ,,91  ,,haag,3 , 1 ,
2117,Available in consultation,180000,3396,,Resale,G   ,,TV via cable,,CH boiler,CH boiler,Partly double glazed,,3 ,53,Alongside busy road,1 ,3  ,1,,,Sold under reservation,"Paid parking, public parking and resident's parking permits",Flat  covered with asphalt ing,188,1937,https://www.funda.nl/en/koop/den-haag/appartement-88067773-jan-van-der-heijdenstraat-7-b/?navigateSource=resultlist,,Yes,Balcony ,Yes,"Gas-fired combination boiler, lease",8,2 ,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance (apartment), 85.00  ,,,,,,,,,,haag,2 ,, 85.00 
2118,Available in consultation,300000,2655,Shower and toilet,Resale,E  ,4,Mechanical ventilation and TV via cable,,CH boiler,CH boiler,Double glazing,,5 ,113,"Alongside busy road, alongside park and in residential district",1 ,5  ,1,,,Sold under reservation,Paid parking and public parking,Flat  covered with asphalt ing,384,1938,https://www.funda.nl/en/koop/den-haag/appartement-42567446-medemblikstraat-314/?navigateSource=resultlist,,Yes,Balcony ,Yes,"Vaillant (gas-fired combination boiler from 2020, in ownership)",3,2 ,Yes,Yes ,,Yes,Yes,Attached brick storage,Residential property with shared street entrance (apartment), 85.00  ,,,,,,,,,,haag,3 ,, 85.00 
2119,Available in consultation,225000,4018,"Bath, shower and toilet",Resale,E  ,8,Electricity,,Communal central heating,Electrical boiler,Partly double glazed,,2 ,56,"Alongside a quiet road, in residential district and unobstructed surrounding view",1 ,2  ,1,,With carpets and curtains,Sold under reservation,Parking on private property and public parking,Flat ,180,1967,https://www.funda.nl/en/koop/den-haag/appartement-88037107-mozartlaan-29/?navigateSource=resultlist,Accessible for seniors,Yes,Balcony ,Yes,,2,5 ,Yes,Yes ,,Yes,Yes,Built-in,Apartment with shared street entrance (apartment), 196.74  ,,,,,,,,,,haag,1 ,, 196.74 
2120,Available on 7/31/2022,369000,3481,,Resale,,,,,CH boiler,CH boiler,"Roof insulation, double glazing and floor insulation",,3 ,106,Alongside a quiet road and unobstructed surrounding view,,4  ,1,,,Available,Paid parking and parking garage,Flat  covered with asphalt ing,350,1994,https://www.funda.nl/en/koop/den-haag/appartement-88999000-thijssestraat-247/?navigateSource=resultlist,Disabled access friendly and accessible for seniors,No,,Yes,"Gas-fired from 2015, in ownership",,2 ,Yes,Yes ,C ,Yes,Yes,Attached brick storage,Apartment with shared street entrance (apartment), 120.00  ,,,,,,,,,,haag,3 ,, 120.00 
2121,Available in consultation,350000,3070,Shower and toilet,Resale,A  ,,Electricity and running water,Back garden,CH boiler,CH boiler,Double glazing,"Single-family home, row house",6 ,114,Alongside a quiet road and in residential district,1  ,6  ,3,84,,Under offer,Public parking and resident's parking permits,Flat ,376,1995,https://www.funda.nl/en/koop/den-haag/huis-42698651-lau-mazirellaan-5/?navigateSource=resultlist,,,,,"HR Remeha (gas-fired combination boiler from 2012, in ownership)",8,,,,,,,Detached brick storage,,,,,,,, southwest ,,43  ,,haag,4 , 1 ,
2122,Available in consultation,299000,3082,Shower,Resale,A  ,,"Balanced ventilation system, elevator, mechanical ventilation and TV via cable",,District heating and complete floor heating,District heating,Completely insulated,,0,97,"Alongside a quiet road, in residential district and unobstructed surrounding view",1  ,4  ,1,,,Available,Paid parking and resident's parking permits,,312,2010,https://www.funda.nl/en/koop/den-haag/appartement-88083974-graskopstraat-11/?navigateSource=resultlist,,Yes,,Yes,,4,1 ,Yes,Yes ,,Yes,Yes,Built-in,Galleried apartment (apartment), 159.00  ,,,,,,,,,,haag,3 , 1 , 159.00 
2123,Available in consultation,235000,3357,,Resale,,6,,,,CH boiler,Double glazing,,0,70,,1 ,3  ,1,,,Available,Paid parking and resident's parking permits,Flat  covered with asphalt ing,235,1951,https://www.funda.nl/en/koop/den-haag/appartement-88091328-nieuwersluisstraat-45/?navigateSource=resultlist,,Yes,Balcony ,Yes,,3,1 ,Yes,Yes ,E ,Yes,Yes,,Upstairs apartment (apartment), 105.00  ,,,,,,,,,,haag,2 ,, 105.00 
2124,Available in consultation,190000,4419,Shower and toilet,Resale,E  ,2,Electricity,,Communal central heating,Electrical boiler,Double glazing,,8 ,43,Alongside a quiet road,1 ,2  ,1,,With carpets and curtains,Sold under reservation,Public parking,Flat  covered with asphalt ing,140,1965,https://www.funda.nl/en/koop/den-haag/appartement-88032215-erasmusplein-199/?navigateSource=resultlist,Disabled access friendly and accessible for seniors,Yes,Balcony ,Yes,,3,5 ,Yes,Yes,,Yes,Yes,Built-in,Apartment with shared street entrance (apartment),,,,,,3 ,,,,,haag,1 ,,
2125,Available in consultation,239500,3421,Shower,Resale,,,,Back garden,CH boiler,CH boiler,Double glazing,,3 ,70,,1  ,2  ,1,,,Sold under reservation,"Paid parking, public parking and resident's parking permits",Flat  covered with asphalt ing,242,1934,https://www.funda.nl/en/koop/den-haag/appartement-88070692-troelstrakade-175/?navigateSource=resultlist,,Yes,,Yes,"Atag (gas-fired combination boiler from 2013, in ownership)",7,Grou ,No,Yes,G ,Yes,Yes,Detached brick storage,Ground-floor apartment (apartment),,,,,,, southwest ,,55  ,,haag,1 , 1 ,
2126,Available immediately,298000,3821,Bath,Resale,B  ,12,Electricity,,Communal central heating,Central facility,Partly double glazed,,2 ,78,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",1  ,4  ,1,,,Sold under reservation,"Paid parking, public parking and resident's parking permits",Flat  covered with asphalt ing,265,1957,https://www.funda.nl/en/koop/den-haag/appartement-42660146-daal-en-bergselaan-24-a/?navigateSource=resultlist,,Yes,Balcony ,Yes,,6,5 ,Yes,Yes ,,Yes,Yes,Built-in,Apartment with shared street entrance (apartment), 260.00  ,,,,,,,,,,haag,2 , 1 , 260.00 
2127,Available in consultation,695000,5697,Bath and toilet,Resale,C  ,,Mechanical ventilation,Back garden and front garden,CH boiler,CH boiler,Mostly double glazed and floor insulation,,0,122,In residential district,1  ,5  ,1,,Protected townscape or village view (permit needed for alterations),Available,"Paid parking, public parking and resident's parking permits",Combination  covered with asphalt ing and  tiles,430,1932,https://www.funda.nl/en/koop/den-haag/appartement-42623939-paul-gabrielstraat-158/?navigateSource=resultlist,,Yes,,Yes,"Bosch 30 HRC (gas-fired combination boiler from 2012, in ownership)",4,Grou ,Yes,Yes ,,Yes,Yes,Detached brick storage,Ground-floor apartment (apartment), 75.00  ,,,,,, northwest,,137  ,,haag,3 , 1 , 75.00 
2128,Available in consultation,325000,4514,,Resale,D  ,4,TV via cable,,CH boiler,CH boiler,Double glazing,,2 ,72,In residential district,1  ,3  ,1,,,Sold under reservation,"Paid parking, public parking and resident's parking permits",Flat  covered with asphalt ing,236,1926,https://www.funda.nl/en/koop/den-haag/appartement-42679918-van-lansbergestraat-8/?navigateSource=resultlist,,Yes,Balcony ,Yes,"Gas-fired combination boiler from 2021, in ownership",,2 ,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance (apartment with open entrance to street), 75.00  ,,,,,,,,,,haag,1 , 1 , 75.00 
2129,Available in consultation,525000,4070,Bath,Resale,A  ,16,,Sun terrace,District heating,Central facility,Completely insulated,,5 ,129,In center and in residential district,1 ,5  ,2,,,Under offer,"Paid parking, parking on private property, public parking and resident's parking permits",Shed  covered with asphalt ing,424,1998,https://www.funda.nl/en/koop/den-haag/appartement-42690867-adelheidstraat-193/?navigateSource=resultlist,,Yes,Roof terrace ,Yes,,20,6 ,Yes,Yes ,,Yes,Yes,Built-in,Maisonnette (apartment), 257.02  ,,,"17 m² (4,54 meter deep and 3,81 meter broad)",,, west,,,,haag,4 ,, 257.02 
2130,Available in consultation,345000,4423,Shower,Resale,F  ,6,TV via cable,,CH boiler,CH boiler,Double glazing,,5 ,78,"Alongside park, in residential district and unobstructed surrounding view",1  ,4  ,1,,,Sold under reservation,"Paid parking, public parking and resident's parking permits",,253,1953,https://www.funda.nl/en/koop/den-haag/appartement-42698214-spaarwaterstraat-106/?navigateSource=resultlist,,Yes,Balcony ,Yes,"Nefit (gas-fired combination boiler, in ownership)",3,3 ,No,Yes ,,Yes,Yes,,Upstairs apartment (apartment), 75.00  ,,,,,,,,,,haag,2 , 1 , 75.00 
2131,Available in consultation,600000,4615,Bath and shower,Resale,A+  ,6,Elevator and mechanical ventilation,,District heating,District heating,"Double glazing, insulated walls and floor insulation",,5 ,130,Alongside a quiet road and in center,1  ,4  ,1,,Protected townscape or village view (permit needed for alterations),Available,Parking garage,Flat ,441,2003,https://www.funda.nl/en/koop/den-haag/appartement-42572074-nobelstraat-4-f/?navigateSource=resultlist,,Yes,Balcony ,Yes,,8,2 ,Yes,Yes,,Yes,Yes,Built-in,Upstairs apartment (apartment),,,,,Underground parking,,,,,,haag,3 , 1 ,
2132,Available in consultation,725000,4866,Shower,Resale,D  ,8,TV via cable,Back garden and front garden,CH boiler,CH boiler,Partly double glazed,"Single-family home, row house",3 ,149,Alongside a quiet road and in residential district,1  ,6  ,3,143,,Under offer,"Paid parking, public parking and resident's parking permits",Gable  covered with  tiles,520,1957,https://www.funda.nl/en/koop/den-haag/huis-42533207-mariastraat-8/?navigateSource=resultlist,,,Balcony ,,"Nefit CV (gas-fired combination boiler from 2003, in ownership)",5,,,,,,,Detached brick storage,,,,,,,, east ,,54  ,,haag,4 , 2 ,
2133,Available in consultation,229000,2726,,Resale,,4,,,CH boiler,CH boiler,Double glazing,,3 ,84,,1 ,4  ,1,,,Available,Paid parking and public parking,,235,1937,https://www.funda.nl/en/koop/den-haag/appartement-88071223-hoefkade-1568/?navigateSource=resultlist,,Yes,Balcony ,Yes,Gas-fired,,2 ,No,Yes,G ,Yes,No,,Upstairs apartment (apartment),,,,,,,,,,,haag,3 ,,
2134,Available immediately,296000,6298,,Resale,A   ,,,Back garden and front garden,CH boiler,CH boiler,"Double glazing, insulated walls and floor insulation",,2 ,47,In residential district,,3  ,1,,,Available,Public parking,,155,1938,https://www.funda.nl/en/koop/den-haag/appartement-42610981-koopmans-van-boekerenstraat-33/?navigateSource=resultlist,,No,,No,"HR Remeha Avanta (gas-fired combination boiler from 2018, in ownership)",,Grou ,No,No,,No,No,,Ground-floor apartment (apartment with open entrance to street),,,,,,, southwest,,35  ,,haag,2 ,,
2135,Available in consultation,859000,5844,"Bath, shower and toilet",Resale,E  ,2,,Back garden and front garden,CH boiler,CH boiler,,"Single-family home, row house",0,147,"Alongside a quiet road, sheltered location and in residential district",2  ,7  ,3,175,Protected townscape or village view (permit needed for alterations),Available,Public parking and resident's parking permits,Hip ,550,1948,https://www.funda.nl/en/koop/den-haag/huis-42621933-van-wouwstraat-16/?navigateSource=resultlist,,,Balcony ,,"Intergas (gas-fired from 2007, in ownership)",9,,,,,,,Detached brick storage,,,,,,,6 , southwest,,64  ,,haag,5 , 2 ,
2136,Available in consultation,595000,6071,Bath,Resale,A  ,8,Elevator and TV via cable,,CH boiler,CH boiler,Double glazing and completely insulated,,4 ,98,In residential district and unobstructed surrounding view,1 ,3  ,3,,Protected townscape or village view (permit needed for alterations),Sold under reservation,Paid parking and resident's parking permits,Combination ,375,1910,https://www.funda.nl/en/koop/den-haag/appartement-42609348-statenlaan-89-c/?navigateSource=resultlist,,Yes,Balcony ,Yes,"Remeha Avanta (gas-fired combination boiler from 2016, in ownership)",,1 ,Yes,Yes ,,Yes,Yes,,Upstairs apartment (apartment), 260.00  ,,,,,,,,,,haag,2 ,, 260.00 
2137,Available immediately,475000,4025,,Resale,B  ,15,,,District heating,District heating,,,2 ,118,,,3  ,23,,,Sold under reservation,,,381,2005,https://www.funda.nl/en/koop/den-haag/appartement-42653623-prins-willem-alexanderweg-245/?navigateSource=resultlist,,Yes,,Yes,,4,10 ,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance, 273.15  ,,,,,,,,,,haag,2 ,, 273.15 
2138,Available in consultation,429000,3405,2 showers and toilet,Resale,A  ,12,Electricity,Back garden and front garden,District heating and complete floor heating,Central facility,Completely insulated,"Single-family home, row house",2 ,126,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",2  ,6  ,3,122,,Under offer,"Paid parking, public parking and resident's parking permits",Combination ,450,,https://www.funda.nl/en/koop/den-haag/huis-88077566-oltmansstraat-58/?navigateSource=resultlist,,,Roof terrace  and french balcony ,,,5,,,,,,,Detached wooden storage,,,,,,,, south ,,53  ,2001-2010,haag,4 , 1 ,
2139,Available in consultation,275000,4044,,Resale,E  ,,,Back garden,CH boiler,CH boiler,Double glazing,,5 ,68,Alongside a quiet road and in residential district,1 ,4  ,1,,,Available,Public parking and resident's parking permits,,260,1906,https://www.funda.nl/en/koop/den-haag/appartement-42690207-cartesiusstraat-104/?navigateSource=resultlist,,No,,Yes,"Remeha (gas-fired combination boiler from 2021, in ownership)",3,Grou ,No,Yes ,,Yes,No,Attached wooden storage,Ground-floor apartment (apartment), 25.00  ,,,,,, south,,19  ,,haag,3 ,, 25.00 
2140,Available in consultation,375000,4464,Bath,Resale,E  ,8,,Sun terrace,CH boiler,CH boiler,Double glazing,,8 ,84,Alongside a quiet road and in residential district,1  ,4  ,1,,,Under offer,"Paid parking, public parking and resident's parking permits",Flat ,315,1912,https://www.funda.nl/en/koop/den-haag/appartement-42673295-fultonstraat-161/?navigateSource=resultlist,,Yes,Roof terrace  and balcony ,Yes,"Remeha (gas-fired combination boiler from 2014, in ownership)",,3 ,No,Yes ,,Yes,Yes,,Residential property with shared street entrance (apartment with open entrance to street), 39.00  ,,,"6 m² (1,95 meter deep and 2,95 meter broad)",,, northwest,,,,haag,2 , 1 , 39.00 
2141,Available in consultation,349000,4474,,Resale,F  ,3,,,CH boiler,CH boiler,,,3 ,78,,1 ,4  ,2,,,Available,Public parking,Combination ,302,1924,https://www.funda.nl/en/koop/den-haag/appartement-88068579-sneeuwbalstraat-143/?navigateSource=resultlist,,Yes,Balcony ,Yes,"Remeha Tzerra (gas-fired from 2017, in ownership)",,2 ,No,Yes ,,Yes,Yes,,Upstairs apartment (double upstairs apartment), 75.00  ,,,,,4 ,,,,,haag,2 ,, 75.00 
2142,Available in consultation,250000,3125,Shower,Resale,E  ,15,,Back garden,,,,,7 ,80,In residential district,1  ,3  ,1,,,Sold under reservation,,,350,,https://www.funda.nl/en/koop/den-haag/appartement-42685098-aarnout-drostlaan-58/?navigateSource=resultlist,,Yes,,Yes,,,Grou ,No,Yes ,,Yes,Yes,,Ground-floor apartment (apartment), 50.00  ,,,,,24 , northeast,,27  ,1906-1930,haag,2 , 1 , 50.00 
2143,Available in consultation,250000,2941,Bath and shower,Resale,F  ,6,TV via cable,,CH boiler,CH boiler,Partly double glazed,,4 ,85,Alongside a quiet road and in residential district,1  ,4  ,1,,,Sold under reservation,Paid parking and public parking,Flat ,288,1936,https://www.funda.nl/en/koop/den-haag/appartement-42510068-hulshorststraat-143/,,Yes,,Yes,"Nefit (gas-fired combination boiler, in ownership)",1,3 ,No,Yes ,,Yes,Yes,,Apartment with shared street entrance (apartment), 65.00  ,,,,,,,,,,haag,2 , 1 , 65.00 
2144,Available on 5/1/2022,275000,3929,,Resale,G  ,5,,,Gas heaters,,,,3 ,70,,1 ,3  ,1,,,Sold under reservation,"Paid parking, public parking and resident's parking permits",Flat ,245,1930,https://www.funda.nl/en/koop/den-haag/appartement-42616371-merkusstraat-42/?navigateSource=resultlist,,Yes,Balcony ,Yes,,,3 ,No,Yes,,Yes,No,,Residential property with shared street entrance (apartment with open entrance to street),,,,,,1 ,,,,,haag,2 ,,
2145,Available in consultation,399500,4540,,Resale,E  ,8,Passive ventilation system,,CH boiler,CH boiler,Double glazing,,0,88,In residential district and unobstructed surrounding view,1  ,4  ,1,,,Available,Paid parking and public parking,,325,1917,https://www.funda.nl/en/koop/den-haag/appartement-42620002-theresiastraat-254/?navigateSource=toppositie,,Yes,Roof terrace  and balcony ,Yes,"Thermomaster 2hr AWB cv ketel (gas-fired combination boiler from 2004, in ownership)",,2 ,No,Yes ,,Yes,Yes,,Residential property with shared street entrance (apartment), 100.00  ,,,,,,,,,,haag,2 , 1 , 100.00 
2147,Available in consultation,325000,2928,,Resale,G  ,9,,,Gas heaters,,,,0,111,In residential district,1 ,5  ,1,,Protected townscape or village view (permit needed for alterations) and renovation project,Available,"Paid parking, public parking and resident's parking permits",Flat ,432,1912,https://www.funda.nl/en/koop/den-haag/appartement-42614335-valkenboslaan-213/?navigateSource=resultlist,,Yes,Balcony ,No,,,3 ,No,Yes ,,Yes,Yes,,Residential property with shared street entrance (apartment with open entrance to street), 100.68  ,,,,,,,,,,haag,3 ,, 100.68 
